date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,ret_1d,ret_5d,ret_20d,sma20,sma20_gap_pct,sma60,sma60_gap_pct,sma120,sma120_gap_pct,rsi14,rolling_vol_20d,vol_mult_20d,taiex_ret_20d,excess_ret_20d,net_Dealer_Hedging_5d,net_Dealer_self_5d,net_Foreign_Dealer_Self_5d,net_Foreign_Investor_5d,net_Investment_Trust_5d,net_Dealer_Hedging_20d,net_Dealer_self_20d,net_Foreign_Dealer_Self_20d,net_Foreign_Investor_20d,net_Investment_Trust_20d,chip_net5_sum,chip_net20_sum,foreign_ratio,foreign_ratio_5d_chg,foreign_ratio_20d_chg,margin_delta_row_sum,margin_delta_5d_sum,margin_delta_20d_sum,revenue_yoy,revenue_mom,pe,pb,dividend_yield,stock_name,industry_category
2025-02-06,2308,8942631,3710017537,413.5,417.5,411.5,417.0,11.5,7907,0.028360049321825,-0.0106761565836298,-0.0402761795166858,416.65,0.08400336013441034,407.6166666666667,2.3019994275667477,402.91379310344826,3.4960845564636855,46.58385093167701,0.03183154119584808,1.015050766125088,0.0060919912336521,-0.0463681707503379,178722.0,40743.0,0.0,-2101681.0,1191179.0,126378.0,-242475.0,0.0,11721486.0,5211637.0,-691037.0,16817026.0,33.21,0.1700000000000017,-0.3500000000000014,-256,-28.0,-77.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-07,2308,4903016,2022822124,418.0,418.5,409.0,415.0,-2.0,6878,-0.0047961630695443,-0.0514285714285713,-0.0360046457607433,415.875,-0.21039975954313395,407.89166666666665,1.7427012891494842,403.0511363636364,2.9646023936732657,49.18032786885246,0.031791050572505995,0.5529194888248378,0.0198891111624939,-0.0558937569232372,153210.0,-62710.0,0.0,-4369640.0,347519.0,164225.0,-211870.0,0.0,12752452.0,4691394.0,-3931621.0,17396201.0,33.23,0.18999999999999773,-0.1700000000000017,98,163.0,-2.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-10,2308,5455004,2214491910,405.0,409.5,404.0,404.5,-10.5,8402,-0.0253012048192771,0.0137844611528821,-0.0299760191846523,415.25,-2.588801926550266,407.9166666666667,-0.8375893769152265,403.0674157303371,0.3554205112480169,45.17133956386293,0.03151769090715454,0.6364325790216656,0.0184043404904998,-0.0483803596751521,-61919.0,-67854.0,0.0,3063062.0,63668.0,56335.0,-31499.0,0.0,7651216.0,4614820.0,2996957.0,12290872.0,33.29,-0.10999999999999943,-0.05000000000000426,86,-25.0,-73.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-11,2308,6933390,2800840141,405.0,408.0,402.0,402.0,-2.5,6673,-0.0061804697156984,0.0125944584382871,-0.0289855072463768,414.65,-3.0507657060171223,407.96666666666664,-1.4625377890350455,403.05555555555554,-0.2618883528600957,50.6993006993007,0.0315080831263407,0.8229240327409203,0.0207728548288868,-0.0497583620752636,-32152.0,-29982.0,0.0,1865482.0,47038.0,83559.0,13982.0,0.0,2133148.0,4227190.0,1850386.0,6457879.0,33.36,-0.060000000000002274,0.1599999999999966,92,-127.0,15.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-12,2308,3998133,1610368483,403.0,406.5,401.0,401.0,-1.0,5091,-0.0024875621890547,-0.0110974106041923,-0.041816009557945,413.775,-3.0874267415866075,407.98333333333335,-1.711671228399858,403.032967032967,-0.5044170574762696,46.64179104477612,0.0313848475567432,0.48346593932816756,-0.0109497181812106,-0.030866291376734398,-41769.0,-13902.0,0.0,-1722506.0,169038.0,43386.0,-82359.0,0.0,-1160199.0,4415190.0,-1609139.0,3216018.0,33.43,0.060000000000002274,0.2700000000000031,1,21.0,-79.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-13,2308,6701476,2708460961,401.0,406.0,400.5,405.0,4.0,5092,0.0099750623441396,-0.0287769784172662,-0.0625,412.425,-1.8003273322422242,408.05,-0.7474574194338945,403.05434782608694,0.4827270030473896,51.75097276264591,0.03050063099995043,0.8155390667429876,-0.0106438267525744,-0.0518561732474256,48573.0,51161.0,0.0,-5456530.0,27038.0,91955.0,-148441.0,0.0,-4722811.0,4294867.0,-5329758.0,-484430.0,33.43,0.21999999999999886,0.240000000000002,26,303.0,-20.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-14,2308,5005852,2011567147,402.0,406.0,400.0,401.0,-4.0,7661,-0.0098765432098765,-0.0337349397590361,-0.0630841121495326,411.075,-2.4508909566380854,408.1166666666667,-1.7437824151590675,403.03225806451616,-0.5042420361773714,42.35807860262009,0.030507855140447834,0.6374854649717168,-0.0108766676004907,-0.05220744454904191,69685.0,63752.0,0.0,-5892716.0,-653265.0,190276.0,-130035.0,0.0,-6527154.0,3611818.0,-6412544.0,-2855095.0,33.46,0.23000000000000398,0.2700000000000031,61,266.0,6.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-17,2308,4598247,1866406474,400.0,408.5,400.0,406.0,5.0,5362,0.0124688279301745,0.0037082818294189,-0.0275449101796406,410.5,-1.0962241169305775,408.325,-0.5693993754974591,403.06382978723406,0.7284628378378288,43.10344827586207,0.03024136108530051,0.5879633138272042,0.0183838419067186,-0.0459287520863592,78105.0,-54573.0,0.0,-3658464.0,-900228.0,241004.0,-104336.0,0.0,-5449729.0,3342099.0,-4535160.0,-1970962.0,33.44,0.14999999999999858,0.14999999999999858,-72,108.0,-44.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-18,2308,21321011,8392544011,402.0,403.5,390.5,391.0,-15.0,37838,-0.0369458128078817,-0.027363184079602,-0.069047619047619,409.05,-4.412663488571078,408.35833333333335,-4.250760157541378,402.93684210526317,-2.962459834373943,35.71428571428572,0.031230572100652554,2.460187426814842,0.0284366178471677,-0.09748423689478669,76420.0,23951.0,0.0,-11303649.0,-6254334.0,288157.0,54711.0,0.0,-15203160.0,-2023637.0,-17457612.0,-16883929.0,33.78,0.4200000000000017,0.5300000000000011,975,991.0,954.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-19,2308,8248001,3229349641,386.0,394.0,386.0,392.0,1.0,11227,0.0025575447570331,-0.0224438902743142,-0.02,408.65,-4.07439128838859,408.4583333333333,-4.029378761603586,402.8229166666667,-2.686767862222339,37.86008230452675,0.02942922471831821,0.9599499624978856,0.0496205235046172,-0.0696205235046172,116973.0,67045.0,0.0,-11231341.0,-7205334.0,360150.0,167934.0,0.0,-14076063.0,-2837637.0,-18252657.0,-16385616.0,33.84,0.4100000000000037,0.6200000000000045,31,1021.0,984.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-20,2308,10129322,3966771228,392.5,394.5,390.0,390.0,-2.0,12173,-0.0051020408163264,-0.037037037037037,-0.048780487804878,407.65,-4.329694590948108,408.51666666666665,-4.5326588062502555,402.69072164948454,-3.1514810168710494,27.906976744186053,0.028815033317414432,1.179356551341802,0.0302691385792011,-0.0790496263840791,44337.0,86545.0,0.0,-14463798.0,-7290589.0,251434.0,294812.0,0.0,-18536393.0,-3448215.0,-21623505.0,-21438362.0,33.96,0.5300000000000011,0.75,55,1050.0,1052.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-21,2308,9099579,3568880519,386.5,396.0,386.5,396.0,6.0,9707,0.0153846153846153,-0.0124688279301745,-0.0112359550561798,407.425,-2.8041970914892356,408.65,-3.0955585464333746,402.6224489795918,-1.6448285475327507,48.00000000000001,0.02861975067662332,1.0616807598182376,0.0540010199976177,-0.0652369750537975,71940.0,77548.0,0.0,-14314142.0,-7343266.0,288733.0,251744.0,0.0,-19948955.0,-4211215.0,-21507920.0,-23619693.0,34.0,0.5399999999999991,0.8400000000000034,102,1091.0,1060.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-24,2308,7070816,2784138643,391.5,396.0,389.5,395.5,-0.5,7260,-0.0012626262626262,-0.0258620689655172,-0.054958183990442,406.275,-2.6521444834163965,408.8,-3.253424657534254,402.550505050505,-1.7514585032306518,48.9795918367347,0.026578887670348963,0.8387517372063944,0.0234677382923518,-0.0784259222827938,62456.0,132235.0,0.0,-17255259.0,-7040943.0,201209.0,65348.0,0.0,-22802028.0,-7204505.0,-24101511.0,-29739976.0,34.09,0.6500000000000057,0.9300000000000068,44,1207.0,1349.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-25,2308,7896486,3110709617,389.5,397.0,389.5,393.0,-2.5,6852,-0.0063211125158028,0.0051150895140665,-0.0687203791469194,404.825,-2.9210152535045997,409.0,-3.9119804400977953,402.455,-2.34933098110347,40.74074074074074,0.02646629112216351,0.9294444972344901,0.0059515203992401,-0.0746718995461595,3065.0,65478.0,0.0,-9858072.0,-1631252.0,197396.0,135250.0,0.0,-25716217.0,-7733920.0,-11420781.0,-33117491.0,34.18,0.3999999999999986,1.0600000000000023,-109,123.0,1337.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-26,2308,9935842,3935494814,392.0,399.0,391.0,399.0,6.0,7561,0.0152671755725191,0.0178571428571427,-0.0655737704918032,403.425,-1.096858152072877,409.0833333333333,-2.4648604603788926,402.4207920792079,-0.8500535127754061,35.48387096774192,0.02657946909297773,1.1351464070533974,0.0058393167443504,-0.0714130872361536,13618.0,38783.0,0.0,-9219401.0,-872297.0,257307.0,151232.0,0.0,-26659926.0,-7925924.0,-10039297.0,-34177311.0,34.22,0.37999999999999545,1.1700000000000017,1161,1253.0,2561.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-02-27,2308,19818567,7973422244,394.0,407.0,394.0,402.0,3.0,14080,0.0075187969924812,0.0307692307692306,-0.0462633451957295,402.45,-0.1118151323145744,409.225,-1.7655324088215574,402.4166666666667,-0.1035411058190161,39.682539682539684,0.026573340167701985,2.1065427214289674,-0.0105938338727847,-0.0356695113229448,8748.0,-9294.0,0.0,-4100742.0,228282.0,280380.0,169155.0,0.0,-26122751.0,-5844090.0,-3873006.0,-31517306.0,34.14,0.17999999999999972,1.1000000000000014,-691,507.0,1832.0,,-0.0349269637130473,52.79,10.87,0.79,台達電,電子零組件業
2025-03-03,2308,12654968,4986004404,397.0,400.0,390.0,390.0,-12.0,15072,-0.0298507462686566,-0.0151515151515151,-0.1085714285714285,400.075,-2.5182778229081992,409.26666666666665,-4.707607102133893,402.29611650485435,-3.0564840177138453,38.759689922480625,0.025508594980243784,1.3266408475112645,-0.0326951863988947,-0.0758762421725338,81284.0,-45290.0,0.0,-8722823.0,2051410.0,376119.0,33300.0,0.0,-33299321.0,-5597602.0,-6635419.0,-38487504.0,34.34,0.3400000000000034,1.3000000000000043,-231,174.0,1694.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-04,2308,20515117,7760387194,385.0,387.0,373.0,377.5,-12.5,33768,-0.032051282051282,-0.04551201011378,-0.0538847117794486,399.0,-5.388471177944865,409.125,-7.729911396272538,402.0576923076923,-6.1080021045582855,33.557046979865774,0.01791086722505553,2.161141718917443,-0.0043106205424423,-0.0495740912370063,169851.0,-91134.0,0.0,-14182910.0,-223609.0,248493.0,-81326.0,0.0,-32033571.0,-8101112.0,-14327802.0,-39967516.0,34.64,0.5499999999999972,1.240000000000002,381,511.0,1801.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-05,2308,10339351,3926054590,379.0,383.0,377.5,378.5,1.0,11269,0.0026490066225166,-0.0368956743002544,-0.0465994962216624,398.075,-4.917415059976138,409.03333333333336,-7.464754298753162,401.8333333333333,-5.806719203649935,34.899328859060404,0.01793873929537271,1.0862860033958128,0.003419473918848,-0.0500189701405104,209554.0,-129432.0,0.0,-15802260.0,-509193.0,256887.0,-69985.0,0.0,-35098499.0,-8347741.0,-16231331.0,-43259338.0,34.81,0.6300000000000026,1.3900000000000006,30,650.0,1637.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-06,2308,8387739,3225572577,381.5,387.5,380.5,383.5,5.0,8421,0.0132100396301189,-0.0388471177944862,-0.0542540073982736,396.975,-3.3944203035455645,409.075,-6.251909796492083,401.66037735849056,-4.521326568959038,35.76158940397352,0.017457222258185506,0.8739296971489313,-0.0192623778247862,-0.03499162957348741,193617.0,-137432.0,0.0,-15869726.0,-515406.0,282439.0,-45506.0,0.0,-38042974.0,-8423999.0,-16328947.0,-46230040.0,34.86,0.6400000000000006,1.490000000000002,-182,-693.0,1602.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-07,2308,9283003,3503241250,381.5,381.5,375.0,375.0,-8.5,14564,-0.0221642764015644,-0.0671641791044775,-0.1007194244604317,394.875,-5.033238366571702,408.85,-8.279320044025928,401.41121495327104,-6.579590696374938,33.75,0.01635619164390001,0.9654964364113207,-0.0317598610966722,-0.0689595633637595,152058.0,-178641.0,0.0,-22367957.0,-1454924.0,253716.0,-50229.0,0.0,-46389027.0,-8490193.0,-23849464.0,-54675733.0,35.04,0.8999999999999986,1.8299999999999983,189,187.0,2047.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-10,2308,6133006,2314909172,375.0,381.0,375.0,375.5,0.5,6323,0.0013333333333334,-0.0371794871794871,-0.0951807228915663,392.9,-4.428607788241279,408.59166666666664,-8.098957802206764,401.1712962962963,-6.399086009716914,29.801324503311264,0.01642077348006133,0.6338208347442198,-0.0434067569220456,-0.051773965969520705,60048.0,-225479.0,0.0,-18629651.0,-2317943.0,282957.0,-129469.0,0.0,-47559332.0,-8263064.0,-21113025.0,-55668908.0,35.1,0.759999999999998,1.8700000000000045,-55,363.0,1894.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-11,2308,9688806,3589597429,372.0,373.5,365.5,370.5,-5.0,12665,-0.0133155792276964,-0.0185430463576159,-0.0840543881334981,391.2,-5.291411042944782,408.18333333333334,-9.23196276183088,400.88990825688074,-7.580611941323201,34.35114503816794,0.01584404353582691,0.9798613575112686,-0.0507933093497054,-0.0332610787837927,41517.0,-355372.0,0.0,-11551153.0,-165419.0,351929.0,-368844.0,0.0,-46647786.0,-8330199.0,-12030427.0,-54994900.0,35.16,0.519999999999996,1.8699999999999974,-165,-183.0,1643.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-12,2308,13619884,5236394059,371.5,389.5,371.5,387.5,17.0,13878,0.0458839406207827,0.0237780713342139,-0.0360696517412935,390.475,-0.7618925667456367,408.1166666666667,-5.051660064524032,400.7681818181818,-3.3106874298222677,47.23926380368098,0.01939180370125985,1.3323749934248885,-0.04728403919756,0.011214387456266503,17109.0,-389590.0,0.0,-10100947.0,3755837.0,306148.0,-429593.0,0.0,-47064928.0,-4638942.0,-6717591.0,-51827315.0,35.25,0.4399999999999977,1.8900000000000006,-268,-481.0,1283.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-13,2308,11619792,4564628503,392.5,398.0,388.0,388.5,1.0,11263,0.0025806451612904,0.013037809647979,-0.0311720698254364,389.85,-0.3462870334744239,407.94166666666666,-4.765795763283154,400.65765765765764,-3.034425381692263,49.06832298136646,0.01941347467141009,1.095861156810141,-0.0569963016599616,0.0258242318345252,-55237.0,-614550.0,0.0,-7062515.0,4700837.0,268971.0,-646154.0,0.0,-43382983.0,-3892200.0,-3031465.0,-47652366.0,35.15,0.28999999999999915,1.7199999999999989,-79,-378.0,1203.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-14,2308,9504845,3613191597,385.0,386.0,377.0,378.5,-10.0,10634,-0.0257400257400257,0.0093333333333334,-0.0654320987654321,388.525,-2.5802715397979514,407.5,-7.116564417177917,400.45982142857144,-5.483651605854877,39.64497041420118,0.01994706869094915,0.8847056032898443,-0.0611436480009089,-0.004288450764523201,28346.0,-415564.0,0.0,-4868344.0,4764979.0,233489.0,-516954.0,0.0,-45800841.0,-3752252.0,-490583.0,-49836558.0,35.27,0.23000000000000398,1.8400000000000034,96,-471.0,1273.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-17,2308,12188489,4786985999,385.0,396.0,383.0,394.0,15.5,13161,0.0409511228533685,0.0492676431424767,-0.0174563591022444,388.175,1.5006118374444544,407.35,-3.27727998036087,400.4026548672566,-1.5990540495739891,49.246231155778894,0.022164766187297583,1.0978006224472547,-0.0446296689125654,0.027173309810321,46468.0,-376059.0,0.0,571980.0,5322241.0,259740.0,-569280.0,0.0,-41094636.0,-2287558.0,5564630.0,-43691734.0,35.12,0.01999999999999602,1.6599999999999966,-215,-631.0,997.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-18,2308,8481895,3365038851,393.0,400.0,392.5,400.0,6.0,9484,0.015228426395939,0.0796221322537111,-0.0147783251231526,387.875,3.1260070899129966,407.10833333333335,-1.7460544900006147,400.39912280701753,-0.09968123911447968,53.39805825242718,0.02225910355118033,0.7508210746577006,-0.0508803479795372,0.0361020228563846,120035.0,131931.0,0.0,1757462.0,7957498.0,393859.0,-182340.0,0.0,-41231860.0,527527.0,9966926.0,-40492814.0,35.11,-0.04999999999999716,1.6700000000000017,-84,-550.0,985.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-19,2308,7045784,2770151217,398.0,400.0,390.5,390.5,-9.5,7354,-0.02375,0.007741935483871,-0.0012787723785165,387.85,0.6832538352455897,406.6666666666667,-3.97540983606558,400.31304347826085,-2.451342427665304,46.009389671361504,0.021297014976588275,0.665760275147522,-0.0704853584901189,0.06920658611160241,366084.0,253936.0,0.0,2949079.0,4321245.0,595812.0,-199608.0,0.0,-32812200.0,5936637.0,7890344.0,-26479359.0,35.15,-0.10000000000000142,1.3699999999999974,89,-193.0,99.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-20,2308,8096266,3202229245,391.0,401.0,391.0,393.5,3.0,6943,0.0076824583866836,0.0128700128700127,0.0038265306122449,387.925,1.4371334665205904,406.175,-3.1205761063580972,400.25431034482756,-1.687504711444221,46.009389671361504,0.021358246214736115,0.765569756264016,-0.0501198896038517,0.0539464202160966,508432.0,805204.0,0.0,2060662.0,2763877.0,660430.0,92005.0,0.0,-30090980.0,6077011.0,6138175.0,-23261534.0,35.11,-0.03999999999999915,1.269999999999996,16,-98.0,84.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-21,2308,9864363,3896791782,392.5,398.0,390.0,396.0,2.5,5466,0.0063532401524777,0.046235138705416,0.0153846153846153,388.225,2.002704617167872,405.675,-2.3849140321686058,400.21794871794873,-1.0539129320562557,53.092783505154635,0.021356344213788524,0.9339280713819721,-0.0525554933421852,0.0679401087268005,516633.0,821844.0,0.0,5709918.0,1675914.0,705785.0,218345.0,0.0,-25627125.0,5214251.0,8724309.0,-19488744.0,35.07,-0.20000000000000284,1.1099999999999994,21,-173.0,50.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-24,2308,10204406,4065738772,400.0,406.0,392.0,392.0,-4.0,7844,-0.01010101010101,-0.0050761421319797,-0.01010101010101,388.025,1.024418529733917,405.21666666666664,-3.2616295808826523,400.14830508474574,-2.036321279186737,58.19209039548023,0.02121142017160918,0.9610957034614056,-0.0665712014062892,0.056470191305279194,525975.0,975424.0,0.0,4679888.0,615032.0,713775.0,328596.0,0.0,-22100606.0,5670740.0,6796319.0,-15387495.0,34.96,-0.1599999999999966,0.9600000000000009,-321,-279.0,-373.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-25,2308,4709909,1847717930,392.5,395.5,390.5,392.0,0.0,5016,0.0,-0.02,-0.0088495575221239,387.85,1.0700012891581734,404.65833333333336,-3.128153380423826,400.0798319327731,-2.0195549207616126,57.714285714285715,0.0212102673605001,0.44858728894881766,-0.0529445314856878,0.0440949739635639,406272.0,730223.0,0.0,3395262.0,-1933729.0,737675.0,415648.0,0.0,-20581339.0,5634741.0,2598028.0,-13793275.0,34.99,-0.11999999999999744,0.8999999999999986,82,-113.0,-335.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-26,2308,9663861,3849588341,396.5,400.5,394.0,399.0,7.0,9557,0.0178571428571427,0.0217669654289371,0.0152671755725191,388.15,2.7953110910730494,404.3666666666667,-1.3271783035199047,400.0708333333333,-0.26766093504274613,58.659217877094974,0.021531535920441592,0.912735968108335,-0.0421177990932973,0.0573849746658164,280103.0,741534.0,0.0,10412456.0,-1924103.0,872850.0,476448.0,0.0,-12541672.0,5643786.0,9509990.0,-5548588.0,34.75,-0.3999999999999986,0.5700000000000003,-185,-387.0,-411.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-27,2308,5235582,2050281828,395.0,395.0,381.5,392.0,-7.0,5645,-0.0175438596491228,-0.0038119440914866,-0.0175438596491228,387.8,1.0830324909747224,404.03333333333336,-2.978302120287113,400.0833333333333,-2.020412414080397,59.659090909090914,0.021635164564454495,0.5057174175019908,-0.0598776151141043,0.0423337554649815,227364.0,474988.0,0.0,8579837.0,-1261420.0,874176.0,528210.0,0.0,-12291742.0,5687888.0,8020769.0,-5201468.0,34.82,-0.28999999999999915,0.6000000000000014,-482,-885.0,-2054.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-28,2308,9839778,3731621396,383.0,386.5,375.0,376.5,-15.5,15288,-0.0395408163265306,-0.0492424242424242,-0.0634328358208955,386.525,-2.5936226634758364,403.30833333333334,-6.647106225592491,399.9125,-5.854405651236217,50.48543689320388,0.02320083756795144,0.9985727191775002,-0.060791353992993,-0.0026414818279024976,171300.0,53520.0,0.0,3600085.0,-258082.0,868337.0,281159.0,0.0,-17926298.0,4727887.0,3566823.0,-12048915.0,34.97,-0.10000000000000142,0.8299999999999983,209,-697.0,-1154.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-03-31,2308,9089289,3305394560,365.0,369.5,360.0,360.0,-16.5,13834,-0.043824701195219,-0.0816326530612244,-0.0769230769230768,385.025,-6.499577949483792,402.21666666666664,-10.49600132598516,399.59583333333336,-9.908970522298578,45.41484716157205,0.024238692224324714,0.9394071913111577,-0.088480733653967,0.011557656730890195,104780.0,-467424.0,0.0,-1826829.0,197058.0,737271.0,-93538.0,0.0,-15204612.0,3816388.0,-1992415.0,-10744491.0,35.06,0.10000000000000142,0.7199999999999989,194,-182.0,-729.0,,0.0188399886886723,52.79,10.87,0.79,台達電,電子零組件業
2025-04-01,2308,6303543,2314093740,365.0,371.5,362.5,371.0,11.0,6162,0.0305555555555554,-0.0535714285714286,-0.0172185430463576,384.7,-3.5612165323628764,401.35833333333335,-7.5638975977410094,399.3875,-7.1077587555945065,42.3963133640553,0.024428551938249495,0.7031296574457886,-0.0560455151039561,0.0388269720575985,133873.0,-561285.0,0.0,-2108855.0,306686.0,701697.0,-54503.0,0.0,-8507284.0,6165036.0,-2229581.0,-1695054.0,35.1,0.10999999999999943,0.46000000000000085,-113,-377.0,-1223.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
2025-04-02,2308,3560122,1316138816,365.0,373.5,364.0,369.5,-1.5,4007,-0.0040431266846361,-0.0739348370927318,-0.023778071334214,384.25,-3.8386467143786573,400.3833333333333,-7.713441285434786,399.1333333333333,-7.424419575747454,41.28440366972477,0.024427758759492324,0.4127190505199613,-0.0666046595500845,0.0428265882158705,21435.0,-661385.0,0.0,-8344305.0,184060.0,684731.0,-55505.0,0.0,-5083717.0,6337039.0,-8800195.0,1882548.0,35.12,0.36999999999999744,0.30999999999999517,-31,-223.0,-1284.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
2025-04-07,2308,2702060,899785980,333.0,333.0,333.0,333.0,-36.5,5131,-0.0987821380243572,-0.1505102040816326,-0.1316818774445892,381.725,-12.764424651254181,398.7416666666667,-16.48728291082363,398.7375,-16.48641023229569,33.210332103321036,0.03251555118316515,0.3239206562342915,-0.1513353381572543,0.019653460712665105,-51641.0,-737147.0,0.0,-6659715.0,-898997.0,628918.0,-71505.0,0.0,-3081731.0,5304297.0,-8347500.0,2779979.0,35.09,0.2700000000000031,0.23000000000000398,-26,233.0,-1128.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
2025-04-08,2308,28828129,8725188107,300.5,311.0,300.0,305.0,-28.0,25795,-0.084084084084084,-0.1899070385126162,-0.1866666666666666,378.225,-19.36016921144822,396.5833333333333,-23.09308678293759,398.075,-23.38127237329649,19.932432432432435,0.03675511194507358,3.0934819769023374,-0.1803899706494383,-0.0062766960172283,112928.0,-393847.0,0.0,-2698321.0,-710305.0,829207.0,65953.0,0.0,1743338.0,5472506.0,-3689545.0,8111004.0,35.1,0.13000000000000256,0.060000000000002274,-29,-5.0,-1346.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
2025-04-09,2308,17454496,5044888760,293.0,304.5,275.0,280.5,-24.5,22380,-0.080327868852459,-0.2208333333333333,-0.2529960053262317,373.475,-24.894571256442877,394.0833333333333,-28.82216113343201,397.3625,-29.40954418194973,14.114114114114116,0.039878002992425506,1.7657441896727246,-0.2237973539612453,-0.029198651364986367,173403.0,-285705.0,0.0,-297130.0,-824640.0,850626.0,-153764.0,0.0,3127909.0,5309691.0,-1234072.0,9134462.0,35.1,0.03999999999999915,0.0,-483,-682.0,-1774.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
2025-04-10,2308,3756951,1159019204,308.5,308.5,308.5,308.5,28.0,1706,0.0998217468805704,-0.1684636118598382,-0.1673414304993252,370.375,-16.70604117448532,392.275,-21.356191447326488,396.82916666666665,-22.258738541983845,27.837837837837824,0.04727380433983005,0.3918195643305928,-0.1370791692330514,-0.030262261266273793,331995.0,-232705.0,0.0,-122422.0,-923640.0,992175.0,68164.0,0.0,2921447.0,5406815.0,-946772.0,9388601.0,35.14,0.03999999999999915,-0.01999999999999602,507,-62.0,-1102.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
2025-04-11,2308,22276600,7124128162,306.5,335.0,300.5,335.0,26.5,28090,0.0858995137763372,-0.0933694181326116,-0.1354838709677419,367.75,-8.905506458191702,390.9583333333333,-14.313119471384416,396.4375,-15.497398707236322,35.97122302158273,0.05041841297618381,2.2229233948302958,-0.1213053695954945,-0.014178501372247396,148266.0,-488445.0,0.0,1557107.0,147056.0,815888.0,-154360.0,0.0,6574337.0,2728258.0,1363984.0,9964123.0,35.09,-0.02999999999999403,-0.1599999999999966,-576,-607.0,-1410.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
2025-04-14,2308,17883868,6027727171,349.5,350.0,328.0,330.0,-5.0,18248,-0.0149253731343284,-0.009009009009009,-0.1505791505791506,364.825,-9.545672582745146,389.48333333333335,-15.272369378236128,396.0083333333333,-16.66842027735106,34.36018957345971,0.05041282661309435,1.7304995481257275,-0.1093769111559824,-0.04120223942316821,191458.0,-1006725.0,0.0,-197488.0,445367.0,875613.0,-463680.0,0.0,3783296.0,1048827.0,-567388.0,5244056.0,35.12,0.02999999999999403,-0.030000000000001137,180,-401.0,-1151.0,,0.1405655439929902,52.79,10.87,0.79,台達電,電子零組件業
